requester_id	pay	comm	fast	fair	reviews	tos_flags
A20IYTSM6RST0T	4.46	5	4.92	5	13	0
A20JH9BFHKFGH7	4.33	0	4.67	5	3	0
A20KJRWMJQCZ2X	2.95	2.83	3.09	2.93	69	2
A20MSRIBD1K12H	3.5	0	5	5	2	0
A20O0VA2PHZ480	3.33	5	4.75	4.2	7	0
A20QKDKKJ7MIFI	1	1	2.75	2	5	0
A20TJM99RMFYT9	2.8	2.43	3.6	2.82	11	0
A20TPGT5XA3LB8	4.96	4.81	4.99	4.94	86	0
A20Y9FE67UT2M5	3.09	1.8	3.29	4.11	26	0
A2117XOF7QITKV	5	5	5	5	8	0
A214S8P8ZXPKBW	5	5	4.88	5	8	0
A214W707LORUXS	2.5	0	0	0	2	0
A215LCMFUNRKYK	3.35	2.32	3.74	3.77	58	0
A2164OUPPHYBON	3.73	5	5	5	11	0
A216ECHVHJXBEU	1	0	0	0	1	0
A216T4RD2DZC1N	3.67	3	2.33	3	3	0
A21861697T8OH3	2	0	5	5	3	0
A218QKOND1I34F	1.5	0	0	0	2	0
A2195ECSIR925A	4.43	3.8	4.14	4.29	7	0
A21B0410EJPO1F	2.86	3.67	3.75	4	9	1
A21BGP5VNORNFA	4.27	5	5	5	18	1
A21BM2G3H641WA	4.86	5	4.89	4.81	40	0
A21C7HHM1RNKOR	4.45	4.63	4.84	4.95	44	0
A21C9RYR4HBAVA	2.71	2.33	3.4	3	7	0
A21D23RGB3ABIU	1	0	0	0	1	0
A21GI9U887ERSY	4	2.75	4.36	4.09	14	0
A21KI861IX8TNW	5	0	5	5	1	0
A21MK2DTR5ZJJ0	3.75	4.2	4.33	4.33	9	0
A21NHD20S6NR5H	4.67	4.67	4.89	4.78	9	0
A21P0ZHXI9QRRX	1	1	1	1	1	0
A21PEDJNYWZZYY	0	0	0	0	2	1
A21PIHE6KTV45B	4.2	3.33	3.67	3.67	6	0
A21PJDQHKEAQCC	4.44	2.42	3.05	4.39	44	0
A21Q0KUO2GKCP1	1	1	1	1	2	0
A21R4IBOHRH3TN	1	0	5	3	3	0
A21RQ0NA2SMC74	3.25	0	5	5	4	0
A21TBD8YJI4QVT	0	0	0	0	1	0
A21U8SI0YOL1CJ	5	5	5	5	4	0
A21U8YEUIX9IU0	3	3.67	3.67	3.67	6	0
A21V9A3NZX6MSF	3.4	5	3.7	4.67	10	0
A21WM4CQK8CC39	3.2	1	3.2	3.2	5	0
A21X31BK364AFF	0	0	0	0	1	1
A221N51BZYRFBO	3.6	3	3.67	4	6	0
A2225W39HC2E4I	3.54	2.02	2.35	3.28	114	0
A2226DI0Q7IY5I	1	1	1	1	1	0
A222T6DOEXIL8L	5	0	5	5	1	0
A224AW27XC62H0	5	0	5	5	4	0
A22513AC80GNM2	5	5	5	5	4	0
A2259V3PJLXW5A	3.86	3	4	3.83	14	0
A225GHMWK17HAB	2.25	1	2.75	3	4	0
A225U5CE6ED1HP	5	0	5	5	1	0
A22A6YT43TVIF7	4	0	4	5	2	0
A22BTE8PV6FHER	2.83	3.22	3.22	3.4	14	0
A22I7WMUQJB8UQ	5	0	5	5	4	0
A22IC4PFEEMG13	3.23	4.16	4.6	4.68	54	1
A22L72V3X4AQSG	4.83	0	4.83	4.13	9	0
A22LP0UU8HQ5AW	4.22	4.13	3.96	4.32	27	0
A22M1H8EBIETTR	3	0	5	5	5	0
A22SL7QNTHYSV3	5	0	5	5	4	0
A22VFTXXONLCOS	4.14	3.25	4.43	4.43	9	0
A22X1O6LQDC53O	3	3	3	3	2	0
A22ZX8SRM8QX3M	4.5	4.43	4.75	4.75	21	1
A230GG7NL1ALGS	3.67	2.5	2.89	3.5	10	1
A230NGQO8RP9IE	2.72	1.55	1.57	3.6	24	0
A230R4JU511WVL	5	0	5	5	1	0
A230RE9FSQ9SE7	3.32	4.25	4.11	4.69	23	0
A239M0XNXTKQZ7	4.25	4.33	4.63	4.76	17	0
A23A6EWKS034C3	4.8	0	5	4.8	5	0
A23AXHNJF5WQXP	3	1	2.33	3.67	4	0
A23BIWN7KYNBNC	4	0	5	5	1	0
A23CIBUGBFE0XK	4.8	3	5	5	5	0
A23DV8S5BL312M	3.48	2.62	4.14	3.24	70	1
A23E6GQ48DWM2R	4.31	4.33	4.69	4.69	13	0
A23GBRPIEG35TT	5	5	5	5	2	0
A23HT9VCLYE5G2	4	0	4.5	5	2	0
A23IQBQWEG7HWU	5	5	5	5	2	0
A23J5Z7573P7NL	3.4	4	4.67	4.67	15	1
A23LBO661NQDRF	4.67	0	5	5	6	0
A23LSVLZA5F3ZU	2.82	2.31	3.65	3.08	67	0
A23QKKC3W4LW1L	5	0	4.33	5	4	0
A23SS1C7F5ZZGM	2.56	0	4.75	5	11	0
A23TB5X7I7G52T	4.33	5	5	4.33	3	0
A23TKUDEKV4ZRU	3.56	3.38	4.17	4.59	56	0
A23WCINO58PAEX	5	0	5	5	3	0
A23YXDDY8IU1II	5	5	5	5	4	0
A2406SISYM1QIZ	4	0	5	5	3	0
A240HPKP62TIUR	4.89	5	4.56	4.94	20	0
A242JB078EM6Y8	4.88	3.67	4.56	4.75	21	0
A243SN7JBV9232	4.5	5	5	5	9	0
A244AEXZLYKAD9	4.2	5	5	5	5	0
A244T4O2S8NGJ	3	0	5	5	1	0
A246A5LRQ5NEN6	4.43	4.71	4.77	4.88	45	0
A2472IQO01WA13	4.09	2.33	4	4.11	12	0
A24749C8BWGYIF	2.04	1.19	2.2	1.62	95	1
A2475TUFAPLP1T	4.1	5	5	5	10	0
A249909CR50N3A	5	5	5	5	3	0
A249AM6KX4IFHJ	3.83	4.29	4.96	4.71	37	0
A24K9QFN15ZV6T	3	3	5	5	4	0
A24LX1HPFOIX1S	5	5	4.78	5	10	0
A24MEN9AB90TMC	3	0	5	5	10	0
A24NZEQTNJCVZF	3.93	3	4.08	3.86	16	0
A24SHE9Q9O5LDD	5	5	5	5	10	0
A24SP9LPC7ENRG	4.04	3.72	4.52	4.52	64	0
A24VBZXSLY80GN	3.33	2.59	3.67	2.73	24	0
A24XIXRMY0GBVV	3.03	2.63	3.64	3.36	63	0
A24YLZHTUTN203	3	3	4	4	1	0
A24YXV21ELHZJY	2.67	5	5	4.75	6	0
A24Z2YNEXGN5BM	3.63	3.73	4.41	4.41	30	0
A2505CGTY9W9RX	2.91	3.67	4.56	4.68	48	0
A2505CQQJ5NDTB	4.33	0	5	5	3	0
A25069DKQSZRAZ	4.65	5	4.91	4.95	24	0
A252B0QE04XCZB	2.9	4.38	4.14	4.62	22	1
A2550GF6Q6QLSL	5	0	5	5	2	0
A25610V8VD6ZZG	3.87	3.75	4.6	4.2	15	1
A257BXKBHLHRPO	2.21	2.45	3.17	2.57	14	0
A257QF2N2SZPZU	2.25	0	5	5	4	0
A258734LBVMGZ2	4.96	5	4.96	5	25	0
A25A12VJSOG9L5	3.5	0	5	5	4	0
A25CW1RE25QD2H	1.86	1	3	3	7	0
A25EF5SRALUAOA	5	5	5	5	15	0
A25GNVRLDJ76IZ	5	0	5	5	1	0
A25I0H1D2KPWL8	3	3.2	3.33	4	15	0
A25JO3AFLCG6V0	3.7	4.25	4	4.33	10	0
A25KVCO6KT5FW5	4.67	0	5	5	3	0
A25PG2P6CKCFXF	3.86	2	3.67	4.17	7	1
A25POK8TLJXTHC	3	0	5	5	5	0
A25QV5MSMDT776	3.48	3.71	4.38	3.93	27	0
A25U5IKQQVH1OC	4.2	4.83	4.89	4.78	20	0
A25UKHTRGUN5M1	3.5	4.5	5	4	4	0
A25W2ECR0TYZSG	5	5	5	5	6	0
A25XA70L49J66G	4.07	3.75	4.38	4.69	14	0
A25Y2QZ1MQM6CA	2.2	1.67	2.6	2.6	5	1
A25Z52D78LOQ8C	2.06	1.25	2.15	1.74	40	0
A25ZSM07M78AR1	4	3	3.6	3.8	5	0
A260U78UBZR4LD	3.06	2.44	3.38	3.06	19	0
A261X2XQMU9MHE	5	3.67	5	5	4	0
A261XBOB2YK56E	1	1	0	1	8	0
A262MF6PF4MCLH	3.67	0	5	5	3	0
A262SMAQH7D4SE	4.11	5	5	5	18	0
A263HQ7DMP2O5O	3	1.5	3.33	2.67	3	0
A263MWHFNCU0AA	5	5	5	5	6	0
A264RD09DBZLLO	1	0	0	0	3	0
A266Q06ARNKH5T	2.45	2.54	3.55	3.98	63	0
A267NPYGFA5MZF	1	0	0	0	1	0
A2685PNQ2X7SP4	4.88	4.83	4.88	4.88	17	0
A268ZPYASVWYFA	4.33	5	4.5	5	9	0
A26CTZSAUXIVSA	4.2	2.33	4.1	4.2	10	0
A26G3VCE9XQ6H3	5	0	4.5	5	2	0
A26I9EFYMESE2C	4.5	5	5	5	2	0
A26J5Z2MQR4B89	3.71	5	4.2	4.2	7	0
A26KJTTBXR2IS5	4.5	0	5	5	2	0
A26KWYK7XN2N30	4.67	1	5	5	3	0
A26KY0CJGSGJ5A	1.38	1.5	1.5	1.63	8	1
A26NQD9C9SIR48	4.57	4.33	4.89	4.89	45	0
A26PN5VB7V9CPA	3.33	1	5	5	3	0
A26RELGN2AX0LA	4.91	4.86	4.73	5	11	0
A26S4BHWY8M7E1	3.25	0	5	5	12	0
A26S7VJJEPZRKQ	0	0	0	0	1	1
A26STRCT5FZLVB	5	5	5	5	6	0
A26TCWDGVUTU66	2.17	2.33	4.2	4	6	0
A26UJ9XVWTBL2T	4.91	0	5	5	11	0
A26Z6OKF745OG6	3.27	4.5	3.89	4.25	11	0
A26ZLS2JCFQCRW	3.5	5	4.82	5	17	0
A272AFL6QT9KGL	4.5	0	5	5	2	0
A273WCOIREHNAO	3.8	5	5	5	5	0
A27478O4TW6XA	4.46	3.5	4.9	4.72	38	0
A275C3GWRIV8WS	2	0	4	5	3	0
A275HKY8EPXRBI	2.73	3	4.33	4.67	12	0
A275MC16552MWY	4.14	3.67	3.86	4.33	7	0
A2792W1C5VVZJS	4.76	4.6	4.71	4.76	17	0
A279G0ARREBK2N	1.67	2.33	3.56	3.5	12	0
A27AM5CUS603Y0	4.25	4	4.43	4.43	17	0
A27CNQMB36D50W	5	0	5	5	1	0
A27DYAY3FUWIZ8	1	0	0	0	1	0
A27EDTH9ICMGJY	3	2.6	3.45	3.75	16	1
A27EY4UKW1HD9H	2	0	0	0	1	0
A27LY5EJQ4OBG5	5	5	5	5	1	0
A27MNFOA8W6GKM	1.79	0	4.64	5	14	0
A27P5L2VPEFEC6	4.67	0	5	5	3	0
A27RKD3TIZV8VB	5	0	5	5	1	0
A27RZVGCNN0FC5	4	1	4	4	4	0
A27TT3TJV0RGHJ	1	1	1	1	4	0
A27VE775AK3LZF	3	0	4	1	1	0
A27WE2Y6RWXR5G	4.06	3.81	4.4	4.05	59	0
A27WLQ6FZA9JFG	3.54	3.54	3.94	3.49	116	5
A27WRH9YL5GL6J	2.42	1	3.71	4.33	12	0
A27Y2BR365WKDX	5	5	5	4.33	8	0
A27YK1ATF39NIR	3.28	1	2.5	2.93	24	4
A27Z6SN5J9G7T4	4.32	2.5	3.17	3.63	20	0
A27ZE3DDQE1X26	1	5	5	5	3	0
A27ZL1QOPJ8XZ9	4.83	5	4.8	5	6	0
A2804N67OQUWA9	2.6	1	3	3	5	1
A282IQMG8OLFUV	3	0	0	5	2	0
A2869KTEUSDNRF	2.4	0	4.5	5	5	0
A289618KS8MMCK	4.5	0	5	5	2	0
A28D87E4JL2G65	4.6	5	5	5	10	0
A28EACPZKII426	2.79	3	3.86	3.86	15	0
A28FAR1A27B0G1	1.6	1	2	2	5	0
A28FUFXCKX1NSD	3.59	1.33	3.57	3.4	20	0
A28GZLO5JNJ2RT	2.17	2	2.75	2.6	6	0
A28JI7QWCTU3CL	2.53	1.42	3	1.67	19	1
A28JZ1REOZWLSA	1	1	1	1	3	0
A28KFZNEOISCF	2.29	1	2.83	3	7	0
A28PIN9Y6KHR3H	4.05	5	4.84	4.8	21	1
A28PWPQSLZFS0S	4.71	5	5	4.2	8	0
A28RPG9GBOO6TO	5	0	5	5	1	0
A28TSWBXF1P7OO	3.38	5	4.93	4.81	24	0
A28TU68RSYVM8L	4	0	5	5	5	0
A28UEJ3GFP96Z9	4.82	4.64	4.5	4.68	21	0
A28WV32XB2WYG	5	0	5	5	4	0
A28X8QPQFKD8LI	4.64	4	4	5	11	0
A28XTEIE6342MF	3.86	3	4.05	3.82	40	0
A28XTKXOE2JSVI	3.29	3	4.6	4.6	14	0
A28YVHNIC6M438	5	5	5	5	2	0
A290C3FJYV4RZR	1	0	1	0	2	0
A290TINGKDDZYG	4.25	5	4.5	5	4	0
A2911FEPPBWTIG	4.17	3.82	4.24	3.94	22	0
A291L8756NKPH2	0	0	0	0	1	1
A2940PLDMHBJ9I	3.07	2.75	3.71	3.93	15	0
A296SFGG0M94EJ	1.86	1.8	2.86	2.71	8	0
A296YJ2WQNOSKY	3.44	3.75	3.89	4.13	10	0
A29979FPDJ98R8	4.38	3.87	4.35	4.47	53	0
A29AHUK4O07FB2	2.82	1.63	1.3	2.67	39	2
A29AS7HEEO06FN	3.45	2.27	3.7	3.57	22	0
A29BQHD1M1V0BR	5	0	5	5	4	0
A29CXERANK61RA	4.4	0	5	5	5	0
A29DHXNXQ42PO	2.91	3	4.31	4.08	25	0
A29E9APQHSUJ0S	4	3	3.67	3.67	8	0
A29F7FJJHLVFVS	4.18	4.43	4.64	4.64	11	0
A29FNYZFTFCQ1L	1.44	2.33	3	3	9	0
A29GO9I4PGRR4T	3.25	5	4.17	5	9	0
A29IZNFA74XW8D	3.4	2.6	4.33	4.33	16	0
A29J4K4JLSC5NI	3.7	3	4.3	3.64	12	0
A29LEP3CN40LD0	3.73	0	5	4.56	14	0
A29NCOB3NRS5IY	3.92	3.15	3.89	3.63	43	1
A29P1VFMKWSA	4.85	5	4.98	5	48	0
A29P4NK8DC6NJ2	4.4	0	5	5	6	0
A29P52208CPNTL	4.67	5	4.67	5	3	0
A29TQOHZUJ99NT	4.46	5	5	5	13	0
A29TRC6FIWW3OW	2.33	0	3	5	3	0
A29XDCTJMAE5RU	3.07	2.13	3.06	2.84	139	8
A2A1NACZ9NDUZO	4.67	5	5	5	3	0
A2A2L14OI199OK	4.89	5	5	5	48	0
A2A4TRLMCAXLBZ	3.2	1	4.5	3.67	7	0
A2A53C2WMV8L9R	4.37	4.08	4.25	4.39	171	6
A2A56G75ML30GE	1.5	2.5	2	2.33	3	0
A2A5SB7NENZHLK	3.45	2.99	3.25	3.6	166	1
A2A62I08WOOBFL	3.53	2.56	4.06	3.31	17	0
A2A9RTENQYW80P	5	0	4.5	5	4	0
A2AAM652NK59PR	1	0	0	0	1	0
A2AAXRTGP9T79L	3.5	4	3.17	3.82	16	3
A2AHH7NALLFX53	1	5	0	0	1	0
A2AJGAVCV3HRMW	2.89	3.46	4.17	4.26	111	1
A2AM5ULTPDZBG8	2.38	3.18	3.88	3.41	30	0
A2AOBGQYXIFR76	4	5	5	5	5	0
A2ARFV222SSXQX	4.2	5	5	5	5	0
A2ASKVLGCIZFFV	4.97	5	5	5	30	0
A2AT0G92TP7HCG	3	0	5	5	1	0
A2AW7IO1UUROZ	4.2	3.67	4.25	4.5	10	0
A2AWX5DYMGDYX2	4.64	5	4.56	4.88	32	0
A2AZP803WANWAQ	3.67	5	5	5	3	0
A2B1JVCDQI2SNE	4.42	3.67	4.76	4.76	19	0
A2B1YXTZ3ZD14B	1	0	1	1	1	0
A2B4SPP84UNKZE	4.65	4.6	4.85	4.85	21	0
A2B7S5QQ89GZV4	4.25	0	5	5	4	0
A2B925SWAX7OP9	3.5	3	4.43	4.43	8	0
A2BAP2QO7MMQI9	2.71	2.27	2.9	2.99	301	2
A2BB1T4TQNX208	4.48	4.2	4.88	4.84	29	0
A2BBRDM5PRM6CV	3.67	3	3.67	3.67	8	5
A2BBU8ZHAEFT2J	5	5	5	5	6	0
A2BCFZ82RT47U1	1	1	1	1	4	1
A2BF8YW2AMFLMD	1	1	1	1	8	5
A2BFEL0617GLWK	2	0	3	5	2	0
A2BHCTVWMCB0Y5	4	0	5	5	3	0
A2BI1DI3OWAC8X	2.25	0	3	5	5	0
A2BKHBX109E05C	4.25	3	4.71	4.5	9	0
A2BNLONHFUSEVK	4	5	4.75	5	6	0
A2BR3E01JHDLHD	5	0	5	5	5	0
A2BRW4CEK8D7GO	3.81	3	4.93	5	16	0
A2BV2M7Y8PQNMH	2.13	1	2.29	2.43	9	0
A2BX6SJ9S3YGZV	5	5	4	3.67	3	1
A2BXT12GC0UVMU	2.75	4.5	4	4	5	0
A2BXZCH60HU8V2	2.33	3	2.33	2.33	3	1
A2BY2SWL2Q5IG6	5	0	5	5	3	0
A2BYSBWZTTV9UU	4.09	3	5	4.33	13	0
A2C0N37K3JVTLU	3.23	2.5	3.6	3.33	16	0
A2C1OXO444JQ1T	3.5	1	5	5	2	0
A2C21QMC5ZVZXC	5	0	5	5	1	0
A2C4BXGY5R5TTM	5	1	5	1	1	0
A2C6RS7APYR0O6	2.69	3.29	4.58	4.48	37	0
A2CADSBQ5DP6IO	4	4.88	5	5	14	0
A2CBAUEH3UC7RJ	4.11	5	4.75	4.75	9	0
A2CF3L7DH29ORT	5	0	5	5	1	0
A2CGOL575B5HWI	4.6	5	5	5	10	0
A2CIY2BNT5FOTL	3.96	3.86	4.81	4.64	28	0
A2CQVSX8OBR5X1	4.24	4.33	4.68	4.54	65	0
A2CR84599JI31H	5	5	4.92	5	14	0
A2CRXD9WHI77X5	5	5	5	5	5	0
A2CSY08TL8BRT0	4	2.44	3.5	4	19	0
A2CTDYBXYD81ZM	4	0	5	5	5	0
A2CTQCMKUQ1PKS	1.6	0	5	5	5	0
A2CTR3P6JF5XPV	2.14	3.75	4.06	4	29	0
A2CZ3PGFW2M6UU	2.63	0	4.8	5	9	0
A2D2QB6TWSH6SO	4.15	5	4.9	5	13	0
A2D7S31RB7TLDM	1.75	1	1	1.25	5	0
A2D82ES1DAIYZZ	3.29	2.85	4.6	4	53	0
A2D9H8ERFBUE1D	1.8	2	3.17	3	10	0
A2DBA3EAPCMYV5	4.5	0	4.5	5	2	0
A2DC4X7TXJ670G	4.4	0	4.75	5	6	0
A2DD6JD4NGTMQI	2.82	1.2	2.91	2.91	12	1
A2DE2VC5ICV4TS	4	0	5	5	9	0
A2DJKL59FLGL1D	3.35	3.5	4.27	4.45	20	0
A2DK1A376YO2VX	4.7	5	4.9	5	10	0
A2DMAHWUH6WRTM	4.33	4.5	4	3.67	3	0
A2DMGSH5XRYSZQ	2.42	3	3.4	3	12	0
A2DNNMIO6XSPG6	3	4	5	5	1	0
A2DPU6JE37X0YV	3.17	2.73	2.39	3.56	21	0
A2DSL0DD4CL7P9	1.6	1.33	2.33	2.33	5	0
A2DT4EP1QKA21C	4.17	3.67	4.17	4.33	6	0
A2DUDSF5GP2Q7V	3	0	4.5	5	4	0
A2DW1UDRRH26GD	2.69	2.56	2.23	2.54	18	0
A2DZ5VXQKSENEO	5	5	5	5	8	0
A2E1CV33OU06S8	5	0	5	5	2	0
A2E7AY9FV0CR5L	4.5	1.5	5	4.6	6	0
A2E8I7YAN2IHD0	5	5	5	5	1	0
A2E93586BF7URX	2.5	5	5	5	6	0
A2EAK3D6SW7C34	1	0	0	0	2	0
A2ECSZNJ1WW0WD	3.63	2.33	4.67	5	8	0
A2EE0FDHAE2IUJ	5	5	5	5	5	0
A2EFRHZ39MMQYQ	4.75	5	5	5	9	0
A2EGXSBTZ91MYV	4.88	5	5	5	9	0
A2EHKO7Q5LN7ZN	4.41	4	4.72	4.65	69	0
A2EIJHO1ATPXZB	3.8	5	5	5	5	0
A2EILHT073BDZZ	4.03	2.95	3.94	4.24	37	1
A2EJ1PHM4OT649	2.64	2.67	3.33	3.83	12	0
A2ELUBUNBP6BLE	4.75	5	4.6	5	16	0
A2EMIRYCPZOMHP	3.11	1	4.25	4.38	9	1
A2EMUW8V6PCNI3	1	0	0	0	1	0
A2ENBGSRQ22RLZ	1.33	1	3	3	6	0
A2EOCKBRITWFE4	5	0	5	5	1	0
A2EP898J62KKBE	1	0	4	5	1	0
A2EPHK35IBHX0U	3.74	3.4	4.14	4.19	40	0
A2EPO4494PJ4S1	3.67	5	5	5	3	0
A2ER7JXVJF2XW8	4.11	3	4	4	9	1
A2ERIF7NYKP32Y	4.25	1	5	5	4	0
A2ERKY5T2HZ2V	2	0	5	5	2	0
A2ESGXWA4IHJI1	3	0	5	5	10	0
A2ET9VHLD13OK2	1	0	0	0	3	0
A2ETFVJFTRWL8A	3.25	1	4	4	4	0
A2ETIOS10CN0U4	4.93	5	5	5	28	1
A2EVBC1NJ6DJSC	5	0	4.5	5	2	0
A2EVJAZE64QC1U	4.13	3.33	4.36	4.26	24	0
A2EWWCJCKU22ZN	2.25	3	3.67	3.67	6	0
A2EY82JG2AQ35J	5	5	5	3.67	3	0
A2EYHS1YSNWI5I	4.32	4.97	4.93	5	84	0
A2EZ0ZKJ2240XL	3.38	3.8	4.64	4.64	19	0
A2F0PVM416O2F9	5	5	5	5	1	0
A2F15083407PK2	4.15	3	4.27	4.27	13	0
A2F2JY33ATFEDK	4.44	3.75	4.63	4.63	9	0
A2F2Y9TMT57Q9K	2	0	0	1	1	0
A2F39A3QQYL59O	2.46	2.2	3.6	3.82	14	0
A2F3SWX7Y96MVK	2.4	1	2.17	2.33	6	1
A2F6IFQVPPPJV0	2.92	2.21	3.08	3.12	25	0
A2F7PR9AE0GHUF	3.19	2.52	3.85	4.42	77	0
A2F884T7CL6MTA	3	1	3	3	2	0
A2F8IWHR1GOT1N	3.74	3.42	3.72	3.75	34	0
A2F8PW6UHZYO44	4.14	5	5	5	10	0
A2FAJBZ1CPVK5B	3	2.33	3.22	3.44	11	0
A2FAJEMFG9FQY6	4.04	5	5	5	46	0
A2FC46TCGYWC7X	2.84	4.43	4.21	4.35	33	0
A2FG51OV22VTTA	5	5	5	5	2	0
A2FGKRWFW0FPZI	5	0	5	5	1	0
A2FGVQG16KWG1N	4.43	1	4.43	4	9	0
A2FJXHT37SHMRM	4	5	3	5	3	0
A2FKKOLA25IIQV	3.14	3	4.2	4	9	0
A2FL1VGIQPLQ9L	5	0	5	5	1	0
A2FLR72TO4IJ9E	4.33	5	5	5	12	0
A2FN76LIJAUY4	5	5	5	5	1	0
A2FRGMSACA9M8H	4.6	4.1	4.67	4.67	51	0
A2FRU5OF7Q39YL	1	0	0	0	1	0
A2FSD8H1ORNLRV	5	0	5	5	4	0
A2FTV75NSWASHZ	3.71	1	4.33	4.33	7	0
A2FU0KH3X22PL6	3.75	0	5	5	4	0
A2FUWSDX6G95WQ	3.25	3	3.31	3.79	16	0
A2FVC0BYAQLM4N	4.38	4.5	4.72	4.84	29	0
A2FW59LY00GQ8J	5	0	5	5	3	0
A2FWCUI54DQLCK	2.8	1	3.4	3.4	5	0
A2FX74YSGMTW04	2.83	2.33	2.83	2.57	7	0
A2G620CISDFBHT	4.25	3	5	5	4	0
A2G7WKMIYWG9XP	3.86	0	4.75	5	9	0
A2G8PTB3I3GXC1	1.64	1.5	1.92	1.75	12	0
A2G91JFVHEASD1	3	2.33	3	3	4	0
A2G99E86OI2D5K	1.8	1	1.8	1.8	5	0
A2GG9M6P3TRB7Q	2.8	5	4.67	5	5	0
A2GIKUMR4X98X6	5	5	5	5	1	0
A2GJMUOPQJCCYA	3.64	1	4.64	4.33	14	0
A2GKA9ZQ3BC5NP	3.33	3	4.55	4.45	14	1
A2GM96B8RNZ5XC	4.5	5	4.91	5	14	0
A2GMEK3IO1DE0M	3	0	4	3.33	4	0
A2GMLDL4APKNSV	2.43	1.67	2.29	2.57	7	0
A2GP151BX0SP79	4.1	3	5	4.86	10	0
A2GP1CE192BP5Q	4.46	4	4.52	4.84	26	0
A2GPHX1UVHL7F3	3.83	5	5	5	6	1
A2GPQ44X3LQFL1	4.67	0	5	5	3	0
A2GPZZRTWNLKDA	4.75	5	5	5	4	0
A2GQ3F4D7704HI	5	0	5	5	3	0
A2GR69GN2TVY8A	1	0	0	0	1	0
A2GTZCEYPUVY3B	3.3	2.33	3.71	3.5	12	0
A2GVGPSGD3T1B1	4.3	4	3.83	3.75	15	0
A2GVL5XIBZQU01	3.32	3.06	2.85	2.86	25	0
A2GXGTZI9DTO6L	2.09	2	3	2.71	11	0
A2GY39P5ZRRI0E	4.91	5	5	5	11	0
A2H0WJ90LL41I2	2.71	0	4.67	5	8	0
A2H2TT84O6WAFH	4.26	4.2	4.8	4.79	23	0
A2H42XFO99AR2O	3.5	0	4.14	4.25	10	0
A2H70KQCPAM42H	4.35	3	4.43	4.69	17	0
A2H7YWNTSA6URD	5	5	5	5	2	0
A2HA0J39UY7ENU	3.67	3	3.67	3.67	4	2
A2HDKUPCFA37PN	3.7	5	5	5	10	0
A2HEEDOUVT98VK	5	0	5	5	4	0
A2HEXUD2K1ONIP	3.33	1	3.67	3.67	3	0
A2HIN0GNF5Y108	4.43	4	4.29	4.43	7	0
A2HK9M5534MNU7	1.33	1	3.67	3.33	3	0
A2HM72ODGMY4PW	4.33	0	5	5	6	0
A2HN38GUC0CZ3A	4.8	4.33	4.77	5	26	0
A2HNCEUXKSAM2W	3.13	5	4.75	4.4	8	0
A2HOLW7FZCJX0J	3.57	2.33	4.25	3.6	18	5
A2HP9W5J445GO1	5	0	5	5	1	0
A2HPHMTC1S5OFY	2.9	5	4.67	5	10	0
A2HPTFB0BYHECP	3	0	5	5	3	0
A2HUE0L5G9F8IA	4.28	3.5	4.18	4.33	19	2
A2HVRAP0IZFZUF	2.78	1	4.33	4.33	9	0
A2HWIBRNEM2JAN	4.73	0	4.88	5	11	0
A2HWUC3MAX52YP	1	0	0	0	2	1
A2HXKALEVQMX12	4	0	5	5	2	0
A2HZMO5G2GR7HQ	0	0	0	0	1	0
A2I27PKKB2CHYB	4.2	3	4.2	4.2	11	0
A2I2UP2L58OUX0	4	4.29	4.79	4.79	25	0
A2I4J158VULUW3	0	0	0	0	2	2
A2I6SB8U2ZSXRE	2.88	2	2.57	3.63	8	0
A2I8V08JDNV12J	5	5	5	5	1	0
A2I9N33U8I7JMO	5	5	5	3.67	3	0
A2IA9UKMEYMYY4	5	0	5	5	1	0
A2IAUH4F23FK7Y	3	5	3	5	2	0
A2IBV4QYN6UZJZ	5	0	5	5	2	0
A2IBX0WY9RMLII	4.73	5	5	4.6	12	0
A2IFAK7Z48RDX3	5	0	5	5	4	0
A2ILWKXEH563L3	3.75	5	5	5	14	0
A2IN0I6MWI6HZZ	5	0	5	5	1	0
A2IO2MM262K6ZZ	2.6	2.33	3	3	6	0
A2IOLZD0MTV7GR	3.67	0	5	5	3	0
A2J0PTCG5ONJUC	5	0	4.6	5	10	2
A2J0R52BWPQ8LX	5	0	5	5	4	0
A2J12YW1RQWYHF	1.57	1.2	1.4	1.8	19	3
A2J1BIZ38FM1KC	3	0	5	5	4	0
A2J3Y0ZWV7ZRRE	2	3	2	2	3	0
A2J5FDWXI0FX8O	3	4.2	4.33	4.46	21	0
A2J5GMX6ISCVST	2.33	1	2.33	2.33	3	0
A2J71OOX1PW8M4	3.86	3	4.17	5	10	3
A2J73WW6CQ60SS	2.18	1.67	3.8	2.6	16	0
A2J7I7OSUHHYJX	3.13	2.38	3.89	3.74	26	0
A2J7LB68CVC4G1	4	2.33	4.43	4.43	29	0
A2J8LKTB34P9Q1	3.69	3	3.91	4.2	22	9
A2JBZFUFVXWFXH	4.71	0	5	5	8	0
A2JEE1YLA3C1IB	4.75	5	5	5	4	0
A2JEOT2KRGX5UP	5	0	5	5	1	0
A2JH6ZT5V7BOV4	5	0	5	5	4	0
A2JINVYFNL51GD	5	5	5	5	3	0
A2JLPDE1B6WHDQ	4	5	5	5	3	0
A2JN5V6OTADPZ7	4.29	3	4.62	4.36	21	0
A2JO0X3JA6ECHQ	4.21	2	4.2	4.11	15	0
