requester_id	followers	averages	pay	comm	fast	fair	reviews	tos_flags
A3MQX9PPWJRIMP	1	4.9	4.6	5	5	5	100	0
AEJIBSA3R5FDB	1	3.8	4	3	4	4.2	5	0
AWNHLPA4JBXOO	1	3.375	3.5	0	5	5	2	0
A1W9VTACEP8DA8	1	2.75	1	0	5	5	7	0
A3NP58OP2X5XJ2	1	0.25	1	0	0	0	1	0
A1Y449NT920WTJ	1	3.4175	3.67	0	5	5	4	0
AFOMP9IQ4M5KY	1	3.375	3.5	0	5	5	4	0
A20TPGT5XA3LB8	1	4.9175	4.92	4.82	4.99	4.94	90	0
A3UELRWMNBEIKC	1	2.5425	2.33	2.5	2.67	2.67	12	0
A2225W39HC2E4I	1	2.8075	3.56	2.02	2.35	3.3	115	0
AL0P26NTBJRYZ	1	3.105	3.05	2.44	3.11	3.82	20	1
AMZKCU4D3WQKC	1	4.7875	4.6	5	4.8	4.75	6	0
A61GGQZCA2KVI	1	4.1025	3.78	3	4.63	5	11	0
AKOVG2A0FUCDX	1	3.1725	2.83	2.55	3.81	3.5	20	0
A25069DKQSZRAZ	1	4.805	4.34	5	4.92	4.96	30	0
AOSJTYU5BJRCK	1	4.4375	4.06	4.48	4.53	4.68	63	1
A7SD3OT5ZKQEL	1	4.8275	4.79	4.79	4.73	5	46	0
A1ER2EGTMUN55G	1	3.75	5	0	5	5	1	0
A26NQD9C9SIR48	1	4.6225	4.5	4.33	4.83	4.83	50	0
AQUHR66T4C6JM	1	2.075	2.46	1	2.64	2.2	16	1
A7GC7TFL6VHJ2	1	1.73	1.19	1.58	2.05	2.1	44	1
AAWHB5RDMECIE	1	4.6825	3.73	5	5	5	12	0
A25COT2DXNRTI9	1	0	0	0	0	0	1	1
A2BOONC8CMSO8X	1	1.6675	2.67	0	1	3	3	0
A1HJN3IV1EA1V6	1	4.75	4	5	5	5	3	0
A13PNDK4YW47PL	1	2.4175	2.67	0	3.33	3.67	4	0
A3L3VGCZCGH8C4	1	2	1.5	1	2.5	3	2	0
A78OYHWKSJHRQ	1	3.6675	4.67	0	5	5	3	0
A3F8X71UVBQOX1	1	4.75	4.5	5	4.5	5	2	0
A2ZWGMNX3XPDMF	1	4.54	3.83	5	4.33	5	6	0
A1BL4NRBRKT1LE	1	2.95	1.8	0	5	5	5	0
A2DEPB3AQUIAP0	1	4.125	5	4	3	4.5	2	0
AABMX8NLV6KJZ	1	4.69	4.37	4.71	4.84	4.84	27	0
A2NXTVKSP5DLUV	1	5	5	5	5	5	3	0
A2FXZCJCAWA9SZ	1	0.25	0	1	0	0	1	0
A3KNZDT6H0IGL0	1	3.25	3	0	5	5	2	0
A3LQJV6DT62E80	1	4.75	4	5	5	5	5	0
A2XJMS2J2FMVXK	1	5	5	5	5	5	3	1
A30HSJMW8KU6SL	1	2.645	3	1.8	3.13	2.65	18	0
A11HDIBBEZWRYK	1	2.7025	3.17	1	3.09	3.55	12	0
A9O2GQAL01DME	1	2.55	2.8	1.6	3	2.8	15	0
AOL5RIPHKIK7B	1	4.5325	3.13	5	5	5	9	1
A307KDPJXLYSGC	1	5	5	5	5	5	3	0
A2JB3X6GJLP8GM	1	3.0025	3.67	1	3.67	3.67	3	0
A3UF6O1R2X112U	1	1.625	1.5	0	0	5	2	0
A2RWK8G7LL9IMS	1	3.875	4.5	1	5	5	3	0
A14LQP72J11LT6	1	4.3575	3.43	5	4	5	7	0
A129OCVG4Y5W3N	1	0.25	1	0	0	0	4	4
A1K56GLQCVA45V	1	4.5425	3.67	5	4.5	5	3	0
A1HNWEQ0CJPBCN	1	5	5	5	5	5	1	0
A1VFHZDPVJU65F	1	3.25	3	0	5	5	4	0
A18ZLD6XWB35RJ	1	4.6575	4.63	5	4.5	4.5	10	0
A314JJ0D5CZ3U2	1	3.5	4	0	5	5	3	0
A3IGJA78Z994KP	1	3.5175	3.73	1	4.67	4.67	13	0
A73LV61FA3612	1	4.8125	4.25	5	5	5	4	0
A24CHECF8HF6DW	1	3.6	4.6	0	5	4.8	5	0
A1L0TPEQS4PANB	1	3.125	2.7	0	4.8	5	10	0
A2TA9GFY55PQUL	1	1.315	1.36	1	1.5	1.4	13	1
ATWLZ5496T6HQ	1	3.25	3	0	5	5	1	0
AWG6NSXITGXT6	1	3.245	3.07	3	3.58	3.33	14	0
AE26W4VOQWFGI	1	3.9825	4.5	3.43	4	4	13	0
A3LJV12P3KN0FJ	1	4.1975	2.79	5	4	5	16	0
AZ35UU058ETA2	1	4.295	4.09	4.24	4.29	4.56	60	2
AFOMAEVK4ZU5W	1	4.7025	4.58	4.6	4.85	4.78	34	0
AK02IQ05F2YTX	1	2.5	2	0	3	5	3	0
A2DE2VC5ICV4TS	1	4.77	4.08	5	5	5	13	0
A393H8OBDAYXMJ	1	3.1825	3.32	2.33	3.46	3.62	25	0
A2P191MUP3WMOU	1	3.9	2.6	4	4.5	4.5	10	0
A1XIFPI36695GY	1	5	5	5	5	5	3	0
A508RFUOA9LBI	1	3.75	5	0	5	5	1	0
A2HDPXF2D068ZW	1	2.125	1.5	1	3	3	2	0
A2OBYZNVCE1BNN	1	3.2625	3.32	2.79	3.62	3.32	22	1
A31RR7XIJFOKYY	1	2.625	3	1	3.5	3	4	0
A2RBQWXX3PINUE	1	2.875	3.21	2.43	2.07	3.79	14	0
A3R4SQBDJT5KZY	1	1	1	1	1	1	2	0
A2G4LQNR75Y71X	1	4.3325	4.33	3	5	5	3	0
A13U90973PXQE7	1	2.62	2.75	2.57	2.63	2.53	17	0
A2AG19VENHWQRD	1	3.7975	3.07	3	4.56	4.56	15	0
AWN2K07N7A0K7	1	3.1675	3	3	3	3.67	3	0
A2YT8Y09XFBTA8	1	3.18	3.23	2	3.75	3.74	24	0
A34BVJOZR6H6F7	1	2.9375	1.75	0	5	5	4	0
A32RORROK9SP8B	1	3.6725	3.9	4.2	3.09	3.5	11	0
A33V7NSHY0CNZ2	1	3.0125	3.31	1.91	3.32	3.51	61	0
A3MHDM7Y75EHKR	1	4.95	5	5	4.8	5	7	0
A36EVWD88ODMEW	1	2.5625	1.75	0	3.5	5	5	1
A2QWKYRNNJLM1O	1	5	5	5	5	5	18	0
A3823MZFTP65JZ	1	4.83	4.7	5	4.88	4.74	36	0
A1F1L6P4L69ZJG	1	3.6975	3.68	2.89	4.13	4.09	42	0
AZHXUEW99IMZW	1	4.6375	4.3	5	4.25	5	10	0
A3A8Q21R517G44	1	4.61	4.47	4.52	4.71	4.74	58	0
A2W8GSI0QQYDFI	1	4.75	4	5	5	5	7	0
AG3CLLURKXHR2	1	2.875	1.5	0	5	5	2	0
A3B1BZMT4GYKR5	1	3.6875	4.75	0	5	5	5	0
A28SXHPMQELGRC	1	3.75	5	0	5	5	2	0
A2YF2J218RY0BY	1	4.5	3	5	5	5	1	0
A3CUS1OQ4U21JY	1	3.915	2.83	3.83	4.32	4.68	37	0
A1KKUMD9Z4FCD5	1	3.4525	3.5	2.27	4.29	3.75	25	1
A2RIFO4AJIMSBP	1	3.2525	3.2	3.14	2.67	4	14	0
A3EHYJ0QZ4ERXQ	1	4.545	3.64	5	5	4.54	15	0
A1B154OBZQK618	1	4.0275	3.21	4.06	4.24	4.6	43	0
A1LZ58B9X4QBGR	1	3.3125	3.25	0	5	5	4	0
A2CY1IGTI4IG5D	1	3.8525	4.09	3.11	3.59	4.62	24	0
A3ALV57CK7VLLG	1	3.75	5	0	5	5	2	0
A2WV8RMINY2PI1	1	4.49	4.25	5	3.71	5	8	0
A1TXD65RUWMS0V	1	0	0	0	0	0	10	0
A3J16SCM8AVY0I	1	2.89	2.56	3.67	2	3.33	11	0
A1RNR903SWIRSV	1	1.9975	2.33	2.33	1	2.33	3	0
A395QEAZTXR325	1	3.1675	2.67	0	5	5	3	0
A3LT6CG396TOKV	1	2.7925	3	2	2.88	3.29	9	0
A3MOYVGL56M5WK	1	4.27	4.17	4	4.3	4.61	23	0
A3NZRVTEGFZ2IZ	1	4.6875	4.09	4.75	4.91	5	23	0
A83VHP7UE0XL1	1	4.7325	4.43	5	5	4.5	8	0
A1VX9787XGIFB3	1	3.98	3.57	3.74	4.1	4.51	77	0
A1XZO7BXDYY98N	1	3.935	3.5	3.14	4.5	4.6	21	0
A26PH6VG8R81LY	1	3.9575	4.07	3	4.56	4.2	17	0
A3SHOK4U48WCHA	1	3.335	3.62	1.8	4.23	3.69	13	0
A20MSRIBD1K12H	1	3.375	3.5	0	5	5	2	0
AILLW58M81UXY	1	4.5125	4.24	4.33	4.74	4.74	34	2
A3UCVBBRU5WEZN	1	4.13	3.2	4.2	4.69	4.43	16	0
A45RUZL5CTQDB	1	4.73	3.92	5	5	5	26	0
A32MXM9AYO87EL	1	4.8125	4.25	5	5	5	4	0
A23DV8S5BL312M	1	3.385	3.5	2.62	4.15	3.27	71	1
A5QXHB8M9G8IV	1	4.975	4.95	5	5	4.95	21	0
A106SCH82LKQBT	1	4.4775	3.5	4.5	5	4.91	14	0
A2505CGTY9W9RX	1	3.935	2.96	3.67	4.56	4.55	50	0
AOL61O6AG1I59	1	3.4075	3.5	2.89	3.76	3.48	34	7
AYD0FLWJJUWKZ	1	3.6425	3.57	4	3.43	3.57	9	2
AQUFV0GNH6P5M	1	4.45	3.67	4.2	4.93	5	19	0
A3T4A4IP8ZPHIN	1	4.72	4.13	4.75	5	5	16	0
A289618KS8MMCK	1	3.5425	4.17	0	5	5	7	0
AAQQJ8AWX96NK	1	4.5425	4.67	5	3.5	5	6	0
A29CXERANK61RA	1	3.65	4.6	0	5	5	5	0
A2JPFM151D8ET6	2	3.65	4.8	1	5	3.8	5	0
A18F23JJPMOONU	2	3.9325	3.17	3.4	4.44	4.72	23	0
A1I8LGNNE0D5A1	2	2.35	2.2	1	3	3.2	6	0
A296KKR3OXDYIX	2	3.3325	3.33	0	5	5	3	0
A1IC6WMG2HKQ5N	2	2.35	1.4	1	3.67	3.33	6	0
A11KYD5I35E3ZH	2	3.7575	3.38	3	4.37	4.28	21	0
ATQUZNJVJSSWI	2	2.8275	4.4	1	1.71	4.2	15	1
AC973YERJ3OAD	2	4.1825	4.61	3	4.77	4.35	52	2
A29XDCTJMAE5RU	2	2.6925	2.99	2.04	3.02	2.72	158	9
A152BUXVDHE4EK	2	4.32	4.71	4	3.75	4.82	14	0
A2F7PR9AE0GHUF	2	3.3925	3.19	2.43	3.77	4.18	94	0
A256IQWDD1D6HC	2	4.8175	4.6	5	5	4.67	20	0
A2N0MYXIGB16RK	2	4.9375	4.75	5	5	5	17	0
A3PS17YC4SHSB8	2	4.5425	4.5	4.67	4.75	4.25	4	0
A2X84UPYIFRFH2	2	1.8	1.71	1.36	1.88	2.25	23	0
AJCMEDYWY4AWT	2	1.75	1.5	1	2	2.5	2	0
A1ZFY5DB22KCK9	2	2.5	2	2.2	3.2	2.6	7	0
A351PW5ZEFNTP	2	3.27	2.29	3	3.17	4.62	21	0
A365T86I7U87Z8	2	4.205	3.86	4.28	4.21	4.47	82	0
A1902DYQ6AAHOP	2	3.1775	3.56	3.5	2.25	3.4	19	0
A1ZJB85W8WYUWE	2	4.8125	4.25	5	5	5	4	0
A1NYSNRNVSHXPA	2	3.9175	4.67	1	5	5	3	0
A1PM9YX6091Q0K	2	4.155	4.47	4	3.46	4.69	16	0
A2JREDOOVSZ1VO	2	3.1675	2.67	0	5	5	3	0
A3MOA8K5FZ11NO	2	3.71	4.17	1	4.67	5	6	0
A369XDKM3XLEA3	2	3.4475	4.29	2.5	3.14	3.86	10	0
A1VW01OCWYZSS9	2	1.8975	1.77	1.44	2.38	2	69	0
AHG3DFQ65ESGY	2	4.495	4.13	4.41	4.76	4.68	89	0
A6V77TFF7OA5X	2	3.875	3.55	3.88	3.78	4.29	26	0
A29AS7HEEO06FN	2	2.965	3.16	2	3.45	3.25	25	0
A3W20E7XD9O6U7	2	3.845	3.97	3.47	4	3.94	38	0
A29P52208CPNTL	2	4.835	4.67	5	4.67	5	3	0
ADOSO2P0UTPNU	2	3.98	3.48	3.86	4.28	4.3	70	0
A2DTMXN9WMWBJS	2	2.0825	2	1	2.33	3	5	0
A2JQMPZ3IZ0AUC	2	3.625	5	0	4.5	5	4	0
A3JH34717GO3QX	2	4.93	4.77	5	4.95	5	22	0
A1423FO0G8Z6D	2	4.7975	4.24	5	5	4.95	22	0
A3FS89MXBRLD1X	2	4.97	4.88	5	5	5	8	0
A1N4FTLRWRGAMG	2	4.43	3.82	5	4.3	4.6	12	0
A267WS0QQECE5E	2	5	5	5	5	5	12	0
A1BK7AIKPHCBO4	2	4.75	4	5	5	5	3	0
A1XRIMBM5X2KLI	2	2.87	2.83	2	3.4	3.25	26	10
A1YXWPXQL73YLP	2	3.83	4.28	2.6	4.26	4.18	44	0
A3SBGXUYMGMI6B	2	4.5725	4.05	4.35	4.89	5	20	0
A1ZGMWR32BPK95	2	2.25	3	0	1	5	1	0
A17RKNQMJJP7HS	2	4	5	1	5	5	4	0
A7G7KPCOMBPRY	2	3.6675	5	0	5	4.67	4	0
A279O9J1XTLT7B	2	3.4825	4.33	0	4.6	5	6	0
ABWEWW1XI7ESO	2	3.1375	2.88	1.5	4.17	4	8	0
A3EH7IUTTF7VBR	2	4.875	4.5	5	5	5	2	0
A2AREG7N5MKY7L	2	2.055	2.44	1.8	1.93	2.05	25	0
AEZQKIWNYFQ9P	2	4.695	4	5	4.78	5	12	0
ABMMCWXPV2351	2	4.88	4.76	5	4.76	5	18	0
A2AM5ULTPDZBG8	2	3.2125	2.38	3.18	3.88	3.41	30	0
ATP0XWGEOB074	2	3.1375	3.08	1.8	3.56	4.11	21	3
A2ELUBUNBP6BLE	2	4.835	4.71	5	4.63	5	18	0
A5L8VDXWS2H8O	2	3.4375	3.75	0	5	5	4	0
A2HP9W5J445GO1	2	3.75	5	0	5	5	1	0
AA4YFHM3C6NF5	2	2.33	2.33	2.33	2.33	2.33	3	0
A2D8GTKBK55Y6D	2	3.895	3.75	3.67	4.05	4.11	27	4
A2P5PE5QRCAFD6	2	2.1675	1.67	1	3	3	3	0
A27L6Z6PBCE04Y	2	4.765	4.83	4.65	4.89	4.69	61	0
A10KTAX3O5GMVO	2	4.2125	3.79	4.14	4.54	4.38	14	0
A2WQBNTU1S2GAJ	2	3.285	2.14	1	5	5	7	0
A172PUFTXDK0M9	2	3.3375	3.6	1.5	4.25	4	6	0
A2YKOZ2NIHQMWA	2	4.1375	4.1	2.6	4.9	4.95	34	0
A2TJN5XOYOKXOY	2	4.7475	4.57	5	4.71	4.71	7	0
A3PEX7IEA5GQT0	2	3.1175	2.67	0	4.8	5	8	0
A1C7V4XLHDN6NQ	2	3.4875	3.42	3	3.84	3.69	35	0
A1EYB6OGMSJNT5	2	4.7875	4.15	5	5	5	13	0
A2LJUBI5V94J03	2	4.7	4	5	4.8	5	5	0
A3ATARNLNT17AR	2	4.97	4.88	5	5	5	8	0
A1KBVL1JRKE1UJ	2	4.1775	4.5	3	4.33	4.88	11	1
A3CAOO7X177YLP	2	4.675	4.5	5	5	4.2	5	0
A1K1Z4ID0ZB1YH	2	3.25	4	0	4	5	2	0
A1N202K23B9QFA	2	4.465	2.86	5	5	5	7	0
A3D7UHPFCRE9ZZ	2	4.125	4.25	4	4	4.25	5	2
A1SCKWZ3NAPICP	2	4.5825	4.69	4.1	4.69	4.85	28	0
A3M5N5NRF0HR8O	2	3.9225	3	4.29	4.16	4.24	66	1
A3QUMXQ3NAD6MZ	2	4.4825	4.02	4.58	4.57	4.76	63	0
A17VBSFR8YJDZJ	2	4.8	4.6	5	5	4.6	11	0
AI6IJM3MMPVIG	2	3.95	3.67	3.75	3.88	4.5	11	0
A3TU49EJ3M221L	2	3.81	2.71	4.11	4.13	4.29	21	0
A2891W8IGPC3V0	2	3.0625	2.25	0	5	5	5	0
A39R2INTP4RCG0	2	3.3175	3.14	3	3.63	3.5	8	0
A1XI15WUE5NFYJ	2	2.1975	2.33	1.8	2.33	2.33	10	7
A3A3PSVBWROL0V	2	3.75	5	0	5	5	1	0
A34CILAE5MTEW	2	3.9625	2.91	4.14	4.6	4.2	11	0
A3HEPXIBTWVXJ6	2	3.375	4	0	4.5	5	2	0
A380CP1WO491J2	2	3.5425	4.67	0	4.5	5	6	0
A116XPE56JVGXQ	2	4.945	5	5	4.78	5	11	0
A29NCOB3NRS5IY	2	3.4725	3.8	2.77	3.76	3.56	66	1
AUUEZCYGFAV8N	2	4.835	4.67	5	4.67	5	3	0
A2AJGAVCV3HRMW	2	3.695	2.84	3.5	4.18	4.26	123	1
A12JVT1ESDUBUD	2	3.93	4.45	3	4.36	3.91	11	0
A1G5S03EGW1ED6	2	3.5175	3	3.67	4	3.4	5	0
A351121OZ1978E	2	3.6875	5	0	4.75	5	4	0
A2W8Y76NHV5KKF	2	4.8225	4.85	4.56	4.96	4.92	54	0
A2YB8IQ2RD508X	2	3.4175	3.67	1	4	5	4	0
A181AHSJE11HQF	2	4.8875	4.76	4.88	4.94	4.97	133	0
A1E8FS7O72ISB9	2	4.8975	4.89	5	4.7	5	11	0
A390WS9CDHBOE1	2	3.245	2.38	3	3.4	4.2	9	1
A26WLZT8KZ6JNI	2	4.8325	4.33	5	5	5	7	0
A1FW2P8KXRLAHV	2	3.9625	3.6	3.25	4.42	4.58	31	0
A3AKVXFARRH128	2	4.49	3.25	4.83	4.88	5	17	0
A1I25WDZBYDOHE	2	4.2	4.8	2	5	5	12	0
A1J5EVHPRTA764	2	4.5625	4.5	5	3.75	5	4	0
A1LLTVLMJNNAQU	2	3.9375	4	3	4.75	4	4	0
A1S915XV7TUJ6Q	2	3.5625	4	2.89	4	3.36	14	0
A3N5YPL2QEKIBL	2	5	5	5	5	5	2	0
A1YGS704LU925G	2	3.605	3.75	1.67	5	4	7	0
AGQ361FN9TUSP	2	3.7575	3	3.5	4.46	4.07	25	0
AUTXOGZ8Y5IJ0	2	4.19	3.53	4.69	4.22	4.32	38	0
A6GTPNKZVZ9PS	2	3.0825	2.33	0	5	5	3	0
A1NKNKGIFAWDM	2	4.6875	3.75	5	5	5	4	0
A2WNEUX4JXK1XT	2	3.645	3.43	3.86	3.86	3.43	8	0
A1GJA0UCGYG4MQ	2	4.63	3.89	5	5	4.63	9	0
A3K3J1NI03MKYO	2	4.4575	3.33	5	4.5	5	4	0
AUH090PPYMVC0	2	3.2525	2.27	3.86	3	3.88	12	3
AXPEEQCAXRJVU	2	2.075	1.63	1	2	3.67	11	0
AB2U5CR671RPT	2	3.4225	3.67	2.81	3.92	3.29	50	0
A2EFRHZ39MMQYQ	2	4.9375	4.75	5	5	5	9	0
A2TBMLS6SFWF5F	2	4.4175	2.67	5	5	5	3	0
A27IPX3ZIC70PV	2	1.8125	1.33	2.5	1.86	1.56	11	0
A2L1LBZDMPHPDG	2	3.2875	3.2	2.63	3.74	3.58	28	0
A2S0PI16299RWU	2	3.4425	3.54	2.78	3	4.45	14	0
A1HGLM8Z98X6UB	2	4.6925	3.77	5	5	5	14	0
A1ZR7K8U5U1XM5	2	3.875	4.5	1	5	5	2	0
AXFLTR7N6ENFN	2	3.915	3.13	4.09	4.05	4.39	29	1
A1AF2RQ8AF79AP	2	4.13	3.38	4.15	4.41	4.58	53	1
A2G8RKPYMSOYYV	2	4.0625	3.25	4	4.8	4.2	8	0
A1XNOWVRN7PFM6	2	4.755	4.7	4.7	4.81	4.81	86	0
A3BPOGRXF3VJSO	2	4.31	4.45	4.29	4.2	4.3	11	0
A1OY2MLPSD7SNM	2	4.145	3.7	4	4.44	4.44	11	0
A1MPRAOP5CW2M5	2	3.7325	3.6	2.33	4.6	4.4	11	1
A3GPJHISH8632S	2	2.695	2.22	2.33	3.4	2.83	11	0
A3JXTIF4IHQGM	2	4.36	4.44	3	5	5	9	0
A1VF41T0B9WD78	2	4.02	3.25	3.67	4.6	4.56	13	0
A1WR1TO6KJ0E3S	2	2.21	2.45	2.14	2.06	2.19	33	0
A3QOFNF7MPCTQT	2	4.87	4.9	4.68	4.95	4.95	91	0
A3T2M333HTKKQP	2	5	5	5	5	5	2	0
A21BM2G3H641WA	2	4.89	4.86	5	4.89	4.81	42	0
A4JVAZ8IYG82L	2	3.64	3.52	2.97	4.09	3.98	121	1
APAKVRRTDEB34	2	4.3475	2.53	5	4.93	4.93	35	0
A28YVHNIC6M438	2	5	5	5	5	5	2	0
A3EEZ7A05COFHE	2	3.375	3.5	0	5	5	2	0
ANGUSE9NU5WO4	2	3.55	3.14	3	4.43	3.63	8	0
A2UT64NH2GJ8XQ	2	4.9875	4.95	5	5	5	90	0
A3KZH36QT2J9YQ	2	4.8575	4.43	5	5	5	8	0
A2GGMBBJ00PKKX	2	3.375	4	0	5	4.5	2	0
AS9PWIX3E61O1	2	2.725	1.89	3.67	2.67	2.67	9	0
AXN57JVE6WWI9	2	3.505	3.04	2.5	4.24	4.24	29	5
AESZXK8RWP0O6	2	4.645	3.7	5	4.88	5	10	1
A2POU581VIIKAH	2	5	5	5	5	5	12	0
A3IGLPQEASPX6B	2	2.5	2.5	2.5	2.5	2.5	2	0
A2P1YXF63HT84I	2	3.6675	4.67	0	5	5	3	0
A15HTJTGHH26A2	2	3.4225	3.52	2.65	3.83	3.69	98	4
A1K6K6465SQ89F	2	4.6875	3.75	5	5	5	8	0
A32WH2887E2DAC	2	4.7325	4.95	4.2	5	4.78	21	2
A1YYJ19J1PDOS1	2	3.225	3	3.5	3.6	2.8	6	0
A1DS9QFA0IDIFJ	2	3.75	4	1	5	5	1	0
A1BDFF4NV8WDK7	2	4.25	4	4	4	5	1	0
A2VPB2GXEY2VDA	2	4.8075	4.87	4.69	4.67	5	42	0
A1FRNYP4JBDAB6	2	3.86	3.29	3.4	4.08	4.67	16	1
A1IH7BAN36YK3R	2	3.75	5	0	5	5	1	0
A3GM1SF5FUOS8L	2	3.16	2.96	2.44	3.76	3.48	51	0
ADQUWL0IHX702	2	3.75	5	0	5	5	2	0
A1XQS7YLZXG8FE	2	4.6425	3.86	5	4.71	5	7	0
A3T18G5YWMVCP9	2	4.5125	4.58	4.1	4.64	4.73	51	0
A3UYN2NWFVL5WU	2	3.3825	2.9	3.38	3.67	3.58	35	0
A26PN5VB7V9CPA	2	3.5825	3.33	1	5	5	3	0
AA19RJFRWBZDC	2	3.71	3.9	3	4.05	3.89	21	0
A28WV32XB2WYG	2	3.75	5	0	5	5	4	0
A25UK3MCEGUH7T	2	4.1425	3.7	3.67	4.6	4.6	10	0
AH1PO6KC4YRE3	2	3.5425	4.17	0	5	5	7	0
A2XOQG0IGXQZX0	2	2.97	1.88	2	3.8	4.2	9	0
A2DPU6JE37X0YV	2	3.4	3.54	3.24	2.89	3.93	32	0
A25HBO5V8S8SEA	2	3.42	3.93	2.2	3.74	3.81	48	0
A2JGL0LQKV0Y3G	2	1	1	1	1	1	3	1
A2O5JA0YA9WN0Q	2	4.9	4.6	5	5	5	5	0
A2KPVION6Q04KN	2	3.5425	4.17	0	5	5	6	0
A1DPN0ELREA8BX	2	3.975	2.9	3	5	5	11	0
A2VKD6TB0EAZYQ	2	3.495	3.65	3	3.78	3.55	20	0
A32TTE4XXN6MQZ	2	4.0075	3.93	3.94	3.94	4.22	118	1
A3OVZSII072YK8	2	3.735	3.61	2.56	4.39	4.38	41	0
A20ECBW1U273EM	2	4.045	4.22	3.84	3.97	4.15	68	0
A3W0VQNC9DJI9V	2	2.565	2.33	2.33	3	2.6	6	0
A3LWYM9EHH9GDK	2	1.855	2.53	1	1.39	2.5	20	2
A3ESGHD37QHPYP	2	3.25	3	0	5	5	5	0
AHSK3ATQK76EO	2	4.1575	2.75	5	4.44	4.44	13	0
A497PWGXCKJ1N	2	4.4425	3.42	4.56	4.96	4.83	42	0
A23SS1C7F5ZZGM	2	4.325	2.5	5	4.8	5	13	0
A9K0CV70JWG1W	2	4.995	4.98	5	5	5	152	3
AT242Q7W4U37Y	2	4.85	4.72	4.84	4.9	4.94	196	0
A2HBE31BTJQMGL	2	4.75	5	4	5	5	3	0
A2R6ZV77QN5OYV	2	4.5625	3.25	5	5	5	4	0
A2DEO4C7NM57S9	2	4.895	4.75	5	4.83	5	8	0
A1HQKD2UI6O2HB	2	3.645	4.09	1	4.91	4.58	14	0
A2A1NACZ9NDUZO	2	4.8125	4.5	5	4.75	5	4	0
A2FAJEMFG9FQY6	2	4.7175	3.96	5	5	4.91	56	0
A3BQ5AI1UMDKTO	2	4.14	4.31	3.8	4.38	4.07	22	0
A2KPI9XQJIFQM2	2	3.5025	3.63	3	3.56	3.82	22	1
A128R95WG1CQF2	2	4.9175	4.67	5	5	5	9	0
A2XDFL9AUUVBW1	2	3.6625	4	3	4.25	3.4	5	0
A14WBGTX7XKF4F	2	3.75	5	0	5	5	2	0
A1JNJP7KSKOGCU	2	4.085	5	3.67	4	3.67	3	0
A18XUCUKY5X7KW	2	3.32	3.22	1.5	4.27	4.29	29	1
A23BFOVOOKCADW	2	3.98	2.63	5	5	3.29	10	0
A3HS59FLWGO7QU	2	3.95	2.8	4	4.67	4.33	5	0
A32ILHCJS8FVKV	2	3.125	3.67	0	4.5	4.33	6	0
A1V5CSLF3UKNIQ	2	4.0325	3.98	3.7	4.1	4.35	60	0
A2YWQR4SBL3KRI	2	2.6125	3.25	2.13	1.95	3.12	40	0
A21V9A3NZX6MSF	2	4.1925	3.4	5	3.7	4.67	10	0
A26KJTTBXR2IS5	2	4.98	4.92	5	5	5	13	0
ASGY1QO2JYHU2	2	3.3025	2.9	3.13	3.78	3.4	46	0
A1AMT5PARECO8E	2	3.985	3.9	2.33	4.82	4.89	20	0
A5KMJFTDAQ8AP	3	4.1075	2.6	4.33	4.5	5	7	0
A1HRTPO9QOT708	3	4.25	5	2	5	5	4	0
A2D82ES1DAIYZZ	3	3.72	3.3	2.91	4.61	4.06	55	0
A137SUA8T9FFQ3	3	4.9875	4.95	5	5	5	19	0
A33U9PH6TQL0KG	3	4.1175	4.04	3.88	4.16	4.39	66	0
A1CEBF7WRZ74YK	3	4.1775	3.44	3.96	4.61	4.7	75	0
A1GRUVMD2KY0U6	3	2.99	2.46	0	5	4.5	13	0
A3EG46USIUDWGA	3	4.0775	2.8	4.27	4.7	4.54	80	0
A3G0QO2P6GWLSN	3	4.615	4.63	4.33	5	4.5	8	0
AZP4PTMVB9IWD	3	3.215	2.77	2.09	4.18	3.82	24	1
A1V495I9SZOQI7	3	3.925	3.17	3.89	4.33	4.31	20	0
A3OXUAZ20HY9DO	3	4.5375	4.23	4.54	4.69	4.69	27	0
A3IU293PQTUCG	3	4.775	4.35	4.75	5	5	18	0
ATMRMLDNGYDJT	3	4.48	4.17	4.3	4.66	4.79	85	2
AS9WIDF5DC7HQ	3	1.905	2.22	1.33	1.55	2.52	34	0
A1CQVE4J6FYT9Q	3	5	5	5	5	5	5	0
A2YS1VDIWBNZYN	3	3.61	4.44	0	5	5	9	0
A163A5ZMUKOOV6	3	3.4625	3.92	3	3.5	3.43	42	0
AG552GL2GWGXK	3	4.7125	4.85	4	5	5	14	0
A1EYLLHYJSRVB8	3	4.205	3.59	3.75	4.7	4.78	43	0
A1LQF59W9ZFP8M	3	4.71	4.55	4.29	5	5	25	2
A1O4UKLPY407WS	3	4.4175	4.5	3.67	4.9	4.6	11	0
A3JZVRTK8ISNQO	3	3.3925	3	3.4	3.5	3.67	7	0
AJHY5MA01W8FO	3	3.08	2.2	1	4.56	4.56	10	0
A1TH6MKJ3A41HA	3	4.65	4.4	5	5	4.2	5	0
A2MC5WQ6SWSGF9	3	3.59	3.06	2.8	4.44	4.06	17	0
A17Z0YRBL3OI7U	3	4.0225	3.4	4.56	4.09	4.04	34	0
A2I1HKSFEAQZK1	3	3.7975	3.56	3.13	4.36	4.14	17	0
A14FZ5PITXJT3U	3	4.525	3.27	4.83	5	5	11	0
